id,longitude,latitude,zoom,heading,tilt,width,height
414,15.1117845,37.5726247,90.0,181.41,73.82,512.0,512.0
415,15.1116146,37.5728442,48.9,166.06,82.86,512.0,512.0
416,15.1117311,37.5726045,75.0,227.17,81.91,512.0,512.0
417,15.1114588,37.5724134,75.0,88.34,84.32,512.0,512.0
418,15.1122345,37.5721719,75.0,313.16,80.68,512.0,512.0
419,15.1121273,37.5722055,48.8,314.1,83.64,512.0,512.0
420,15.1119443,37.572354,75.0,331.92,79.27,512.0,512.0
421,15.1115598,37.5724663,75.0,245.76,82.84,512.0,512.0
422,15.1099733,37.571545,75.0,235.78,84.54,512.0,512.0
423,15.1099733,37.571545,75.0,174.37,83.6,512.0,512.0
424,15.1096611,37.5712793,75.0,197.55,80.66,512.0,512.0
425,15.1093485,37.5710141,71.8,79.99,87.64,512.0,512.0
426,15.1092724,37.5709449,75.0,224.62,84.11,512.0,512.0
427,15.1093253,37.5706936,75.0,355.94,82.55,512.0,512.0
428,15.1093253,37.5706936,25.7,279.75,85.53,512.0,512.0
429,15.1090894,37.5707692,59.4,149.1,85.39,512.0,512.0
430,15.1086569,37.5702875,48.9,52.94,85.62,512.0,512.0
431,15.1085237,37.5701427,25.4,117.9,83.19,512.0,512.0
432,15.1085237,37.5701427,25.4,90.53,85.25,512.0,512.0
433,15.1080903,37.5696608,75.0,215.85,80.94,512.0,512.0
434,15.1081925,37.569441,75.0,322.95,83.06,512.0,512.0
435,15.108125,37.5694908,26.2,8.61,89.5,512.0,512.0
436,15.1079949,37.569563,75.0,246.19,83.17,512.0,512.0
437,15.107863,37.5694149,72.4,63.45,82.03,512.0,512.0
438,15.1076621,37.5691941,48.8,234.53,82.03,512.0,512.0
439,15.1073305,37.5688304,75.0,231.23,98.55,512.0,512.0
440,15.1073305,37.5688304,16.5,185.1,87.85,512.0,512.0
441,15.1070382,37.5685077,55.1,61.87,87.09,512.0,512.0
442,15.1068071,37.5682545,75.0,225.28,82.86,512.0,512.0
443,15.1065963,37.5680333,75.0,222.92,82.86,512.0,512.0
444,15.1065238,37.5679725,75.0,247.26,83.21,512.0,512.0
445,15.1065955,37.5679672,75.0,55.43,89.4,512.0,512.0
446,15.1065238,37.5679725,75.0,67.59,71.97,512.0,512.0
447,15.1063258,37.5678195,51.7,224.65,81.48,512.0,512.0
448,15.1058596,37.5679697,49.3,151.35,79.32,512.0,512.0
449,15.1060825,37.5678005,48.9,132.39,82.26,512.0,512.0
450,15.1060825,37.5678005,15.0,194.44,90.08,512.0,512.0
451,15.1060502,37.5675152,47.5,217.53,83.48,512.0,512.0
452,15.1057404,37.5667625,90.0,236.42,66.43,512.0,512.0
453,15.1057092,37.5666775,73.8,199.77,85.26,512.0,512.0
454,15.1057092,37.5666775,45.7,174.2,88.06,512.0,512.0
455,15.1056534,37.5665011,23.9,206.44,84.62,512.0,512.0
456,15.1056028,37.566091,23.1,152.48,85.99,512.0,512.0
457,15.105646,37.5657337,74.3,23.42,85.9,512.0,512.0
458,15.105646,37.5657337,15.0,6.57,88.6,512.0,512.0
459,15.1057001,37.5655578,75.0,160.14,73.26,512.0,512.0
460,15.1058174,37.5652999,75.0,203.16,77.44,512.0,512.0
461,15.1061251,37.5647148,75.0,171.25,77.92,512.0,512.0
462,15.1061732,37.5646311,46.9,205.75,84.39,512.0,512.0
463,15.1062623,37.5644693,75.0,20.42,73.61,512.0,512.0
464,15.1064553,37.5641714,48.7,86.33,84.33,512.0,512.0
465,15.1066441,37.5642172,90.0,100.54,86.77,512.0,512.0
466,15.1079154,37.5645977,48.0,95.35,86.34,512.0,512.0
467,15.1081305,37.5646528,75.0,121.87,79.59,512.0,512.0
468,15.1081305,37.5646528,75.0,8.06,82.05,512.0,512.0
469,15.1082315,37.5646954,48.8,75.15,85.17,512.0,512.0
470,15.1084274,37.5647918,47.4,63.94,87.96,512.0,512.0
471,15.1084274,37.5647918,47.4,40.43,88.07,512.0,512.0
472,15.1084274,37.5647918,47.4,332.56,90.43,512.0,512.0
473,15.108291,37.564938,48.5,127.75,89.95,512.0,512.0
474,15.108291,37.564938,23.8,108.16,89.45,512.0,512.0
475,15.1085546,37.564875,51.8,62.19,89.85,512.0,512.0
476,15.1087051,37.565017,49.3,19.44,89.44,512.0,512.0
477,15.1089894,37.5653047,46.9,27.01,89.43,512.0,512.0
478,15.1092521,37.5656061,75.0,357.49,87.5,512.0,512.0
479,15.1093826,37.565759,75.0,119.55,84.9,512.0,512.0
480,15.109416,37.5657968,75.0,275.99,91.88,512.0,512.0
481,15.1097061,37.5661885,74.4,289.3,81.27,512.0,512.0
482,15.1097061,37.5661885,74.4,227.02,93.86,512.0,512.0
483,15.1097518,37.5661555,66.4,156.9,82.64,512.0,512.0
484,15.1097518,37.5661555,39.0,88.17,87.76,512.0,512.0
485,15.1098614,37.566273,48.7,39.87,88.83,512.0,512.0
486,15.110181,37.5662516,49.7,100.68,89.44,512.0,512.0
487,15.1105318,37.5662392,75.0,112.52,84.34,512.0,512.0
488,15.1108658,37.5661562,26.0,121.06,90.54,512.0,512.0
489,15.1109812,37.5660126,47.1,11.35,90.07,512.0,512.0
490,15.1110163,37.5662009,90.0,268.42,91.0,512.0,512.0
491,15.1110873,37.5662718,86.1,209.65,82.46,512.0,512.0
492,15.1114184,37.5660497,48.8,311.02,81.47,512.0,512.0
493,15.1121719,37.5660094,23.3,78.04,79.33,512.0,512.0
494,15.1122857,37.5659938,75.0,220.75,83.2,512.0,512.0
495,15.0665797,37.5995182,75.0,189.63,81.72,512.0,512.0
496,15.0662241,37.6003837,51.0,272.76,85.37,512.0,512.0
497,15.0661877,37.6004697,27.3,15.07,86.68,512.0,512.0
498,15.0661877,37.6004697,27.3,319.92,87.9,512.0,512.0
499,15.0659744,37.6009884,48.9,350.05,86.53,512.0,512.0
500,15.0656886,37.6016753,48.9,296.12,84.7,512.0,512.0
501,15.0656517,37.6017612,24.3,311.62,87.59,512.0,512.0
502,15.0655791,37.6019316,75.0,0.54,87.1,512.0,512.0
503,15.0655445,37.6020169,75.0,341.0,88.12,512.0,512.0
504,15.0654463,37.60227,73.4,342.54,88.14,512.0,512.0
505,15.0653812,37.6024341,73.6,314.79,87.22,512.0,512.0
506,15.0653074,37.6024458,46.9,251.09,83.99,512.0,512.0
507,15.0651908,37.6024429,75.0,222.55,78.32,512.0,512.0
508,15.0650558,37.602258,75.0,41.33,83.21,512.0,512.0
509,15.0651651,37.6023629,75.0,108.41,83.02,512.0,512.0
510,15.0651651,37.6023629,48.5,19.16,87.29,512.0,512.0
511,15.065315,37.6025438,75.0,251.19,78.61,512.0,512.0
512,15.065315,37.6025438,75.0,321.63,81.74,512.0,512.0
513,15.065155,37.6029365,50.1,175.84,84.53,512.0,512.0
514,15.0650305,37.603194,22.3,167.86,86.22,512.0,512.0
515,15.0647448,37.6032862,75.0,80.56,85.94,512.0,512.0
516,15.064327,37.603151,75.0,299.15,79.63,512.0,512.0
517,15.063877,37.6032492,48.1,306.88,86.06,512.0,512.0
518,15.0635873,37.6033686,48.9,251.74,66.68,512.0,512.0
519,15.0635124,37.6035056,75.0,214.54,78.01,512.0,512.0
520,15.0635124,37.6035056,90.0,192.28,78.78,512.0,512.0
521,15.0633597,37.6032189,75.0,63.15,78.07,512.0,512.0
522,15.0635689,37.6033124,48.9,324.3,64.52,512.0,512.0
523,15.0645238,37.6045938,47.8,3.04,86.48,512.0,512.0
524,15.0644819,37.6048674,48.9,215.86,85.71,512.0,512.0
525,15.0644591,37.6053157,48.9,216.27,86.52,512.0,512.0
526,15.0644914,37.6054977,75.0,8.72,85.84,512.0,512.0
527,15.0647616,37.607141,48.9,46.26,84.54,512.0,512.0
528,15.0649677,37.6082403,75.0,31.86,86.29,512.0,512.0
529,15.0649816,37.6083841,75.0,45.02,85.93,512.0,512.0
530,15.065087,37.6084,48.9,31.48,87.14,512.0,512.0
531,15.065087,37.6084,74.8,339.54,86.18,512.0,512.0
532,15.0651445,37.6085499,49.9,21.04,87.39,512.0,512.0
533,15.0651491,37.6086434,47.9,307.38,74.86,512.0,512.0
534,15.0650164,37.6085662,24.9,231.63,80.98,512.0,512.0
535,15.0647184,37.6085099,47.6,108.05,86.14,512.0,512.0
536,15.0650164,37.6085662,18.2,60.38,88.6,512.0,512.0
537,15.0653195,37.6089813,48.9,42.63,82.34,512.0,512.0
538,15.065591,37.6092176,48.9,230.18,81.13,512.0,512.0
539,15.0653795,37.6091066,60.9,256.58,82.82,512.0,512.0
540,15.0652592,37.6091446,48.9,296.32,79.64,512.0,512.0
541,15.0651424,37.6095765,25.0,183.09,88.39,512.0,512.0
542,15.0634912,37.6130283,46.9,348.89,89.57,512.0,512.0
543,15.0634912,37.6130283,23.3,67.83,88.47,512.0,512.0
544,15.063243,37.6134912,75.0,17.63,85.18,512.0,512.0
545,15.0633687,37.6133355,46.9,138.88,82.85,512.0,512.0
546,15.0636533,37.6131749,24.9,119.87,84.91,512.0,512.0
547,15.0639982,37.6132731,24.1,243.44,86.76,512.0,512.0
548,15.0668963,37.6147357,47.5,242.46,78.55,512.0,512.0
549,15.0667065,37.6147607,46.4,192.24,82.8,512.0,512.0
550,15.0665305,37.6154798,75.0,304.28,81.79,512.0,512.0
551,15.0662908,37.6155384,79.9,108.98,87.1,512.0,512.0
552,15.0661619,37.6155526,75.0,302.85,78.27,512.0,512.0
553,15.0658374,37.6157455,75.0,291.62,83.49,512.0,512.0
554,15.0654414,37.6157868,75.0,295.56,84.15,512.0,512.0
555,15.065212,37.6159394,16.5,219.13,89.8,512.0,512.0
556,15.0654414,37.6157868,50.7,111.67,86.54,512.0,512.0
557,15.0661619,37.6155526,75.0,113.35,91.18,512.0,512.0
558,15.06613,37.6172806,75.0,344.08,85.99,512.0,512.0
559,15.0660742,37.6175435,75.0,6.38,86.84,512.0,512.0
560,15.0660742,37.6175435,75.0,316.82,86.65,512.0,512.0
561,15.0660075,37.6176779,48.1,322.03,86.92,512.0,512.0
562,15.0660453,37.6177598,75.0,354.63,88.85,512.0,512.0
563,15.0661244,37.6178735,75.0,78.69,81.81,512.0,512.0
564,15.0661244,37.6178735,75.0,351.23,86.89,512.0,512.0
565,15.0661244,37.6178735,75.0,279.28,84.33,512.0,512.0
566,15.0661662,37.6179207,47.6,316.87,85.06,512.0,512.0
567,15.0659757,37.6180617,25.3,187.49,87.07,512.0,512.0
568,15.0659757,37.6180617,25.3,172.91,87.35,512.0,512.0
569,15.0659757,37.6180617,25.3,152.76,78.78,512.0,512.0
570,15.0655762,37.6186495,75.0,39.65,86.52,512.0,512.0
571,15.065605,37.6183942,90.0,172.5,78.22,512.0,512.0
572,15.0656063,37.6182713,75.0,125.78,72.64,512.0,512.0
573,15.0655695,37.6181963,75.0,151.21,80.93,512.0,512.0
574,15.0655695,37.6181963,26.5,124.92,86.1,512.0,512.0
575,15.0654049,37.6182485,75.0,298.69,80.91,512.0,512.0
576,15.0648593,37.6184534,47.9,256.52,81.61,512.0,512.0
577,15.0647157,37.6183157,46.9,48.69,83.41,512.0,512.0
578,15.0645741,37.6185429,47.9,262.79,86.14,512.0,512.0
579,15.0644077,37.6186037,46.9,322.48,90.14,512.0,512.0
580,15.0653835,37.6188407,49.7,271.89,84.15,512.0,512.0
581,15.058595,37.6197755,47.6,69.04,81.81,512.0,512.0
582,15.058595,37.6197755,73.2,356.58,87.55,512.0,512.0
583,15.0581616,37.620039,48.1,137.16,81.62,512.0,512.0
584,15.0581616,37.620039,48.1,319.19,85.49,512.0,512.0
585,15.0581616,37.620039,48.1,14.43,86.48,512.0,512.0
586,15.0581881,37.6201844,23.6,216.74,88.93,512.0,512.0
587,15.058213,37.6206601,48.2,151.93,78.94,512.0,512.0
588,15.0713496,37.6174865,47.6,33.28,80.45,512.0,512.0
589,15.0729815,37.6172615,75.0,95.49,77.85,512.0,512.0
590,15.0731504,37.6170624,41.6,183.79,84.93,512.0,512.0
591,15.0731294,37.616422,48.3,185.58,86.34,512.0,512.0
592,15.0732901,37.6167993,49.1,287.87,90.26,512.0,512.0
593,15.0733191,37.6173479,48.9,119.97,82.78,512.0,512.0
594,15.0733191,37.6173479,48.9,79.8,86.31,512.0,512.0
595,15.0734752,37.6176073,48.9,236.19,88.88,512.0,512.0
596,15.0731678,37.6178098,25.2,91.77,87.7,512.0,512.0
597,15.0735131,37.6182204,47.6,19.9,88.35,512.0,512.0
598,15.0737736,37.6192131,75.0,359.68,86.91,512.0,512.0
599,15.073796,37.6194761,61.5,339.46,65.68,512.0,512.0
600,15.0726661,37.6162525,47.8,104.97,85.11,512.0,512.0
601,15.0730035,37.6162444,48.9,77.55,82.52,512.0,512.0
602,15.0732846,37.6162382,25.3,103.02,85.52,512.0,512.0
603,15.0737779,37.6162305,48.0,114.45,86.29,512.0,512.0
604,15.0741011,37.6162008,48.9,326.84,90.7,512.0,512.0
605,15.0745141,37.6160514,46.9,359.81,86.31,512.0,512.0
606,15.0751268,37.6162006,75.0,13.88,82.81,512.0,512.0
607,15.0751268,37.6162006,75.0,312.31,84.13,512.0,512.0
608,15.0748469,37.6162039,15.0,274.05,91.31,512.0,512.0
609,15.0750995,37.6162942,75.0,196.86,80.07,512.0,512.0
610,15.0763631,37.6161796,24.4,108.27,86.18,512.0,512.0
611,15.0765847,37.6161749,75.0,44.38,82.72,512.0,512.0
612,15.0766177,37.6163581,46.9,189.26,79.77,512.0,512.0
613,15.0766147,37.6158188,46.9,192.17,81.63,512.0,512.0
614,15.0777093,37.6161519,48.9,109.04,83.72,512.0,512.0
615,15.0779307,37.6161461,43.4,129.55,85.95,512.0,512.0
616,15.0783749,37.6161301,24.3,101.41,86.96,512.0,512.0
617,15.078633,37.6161251,48.0,68.54,82.57,512.0,512.0
618,15.0787609,37.6163123,46.9,186.44,88.47,512.0,512.0
619,15.0787232,37.6166873,75.0,177.84,90.3,512.0,512.0
620,15.0787893,37.6167014,47.6,103.24,85.32,512.0,512.0
621,15.0787893,37.6167014,28.5,49.41,86.39,512.0,512.0
622,15.0787893,37.6167014,54.8,14.18,85.26,512.0,512.0
623,15.0788956,37.6167974,47.1,349.7,88.25,512.0,512.0
624,15.0785812,37.6170053,24.9,114.53,84.48,512.0,512.0
625,15.0783336,37.6170265,49.6,293.34,88.74,512.0,512.0
626,15.0788032,37.6169843,25.2,22.94,88.67,512.0,512.0
627,15.0788488,37.617825,48.8,37.47,83.9,512.0,512.0
628,15.0790467,37.6216135,75.0,45.27,80.2,512.0,512.0
629,15.0790587,37.621891,48.9,79.09,86.66,512.0,512.0
630,15.0790587,37.621891,48.9,124.37,90.87,512.0,512.0
631,15.079569,37.6224222,75.0,66.18,80.62,512.0,512.0
632,15.0798586,37.6223987,23.3,106.93,87.57,512.0,512.0
633,15.0798586,37.6223987,23.3,88.87,87.45,512.0,512.0
634,15.0800858,37.6224043,24.3,153.01,87.12,512.0,512.0
635,15.0801995,37.621727,75.0,189.81,79.41,512.0,512.0
636,15.0802289,37.6215243,75.0,197.28,85.88,512.0,512.0
637,15.0803405,37.6215186,48.9,85.94,82.45,512.0,512.0
638,15.0805414,37.6215974,75.0,86.89,83.78,512.0,512.0
639,15.0806569,37.6214895,75.0,358.06,86.18,512.0,512.0
640,15.0806569,37.6214895,47.7,175.71,76.59,512.0,512.0
641,15.0807455,37.6213071,48.4,32.59,89.47,512.0,512.0
642,15.0803562,37.6222905,15.0,302.69,89.87,512.0,512.0
643,15.0803412,37.6224759,75.0,103.12,82.38,512.0,512.0
644,15.0833545,37.6161643,75.0,125.36,76.14,512.0,512.0
645,15.0834896,37.6162521,48.9,326.8,90.75,512.0,512.0
646,15.0834517,37.6153453,75.0,84.95,76.26,512.0,512.0
647,15.083661,37.6151339,75.0,180.51,82.37,512.0,512.0
648,15.0848077,37.6158829,48.9,115.79,79.43,512.0,512.0
649,15.0845952,37.6158551,75.0,84.27,74.5,512.0,512.0
650,15.0872177,37.6158701,49.0,83.39,78.44,512.0,512.0
651,15.0873263,37.6159048,75.0,109.28,72.88,512.0,512.0
652,15.0875978,37.6157128,48.3,323.93,88.95,512.0,512.0
653,15.0875089,37.6158095,20.1,18.6,86.91,512.0,512.0
654,15.0881203,37.6165019,47.8,210.78,90.62,512.0,512.0
655,15.0882769,37.6164381,48.4,124.07,81.67,512.0,512.0
656,15.0936131,37.6131669,47.7,136.73,81.89,512.0,512.0
657,15.0939302,37.6129654,75.0,133.59,79.0,512.0,512.0
658,15.093844,37.6128365,49.9,244.65,86.81,512.0,512.0
659,15.0931809,37.6123019,49.2,161.01,74.66,512.0,512.0
660,15.0926557,37.6120431,75.0,328.93,74.98,512.0,512.0
661,15.0920711,37.6123923,41.2,303.39,83.92,512.0,512.0
662,15.096075,37.6087334,37.1,29.9,86.23,512.0,512.0
663,15.0962531,37.6091537,75.0,67.7,86.71,512.0,512.0
664,15.096164,37.6095288,72.8,170.14,86.13,512.0,512.0
665,15.0965206,37.6097965,25.4,53.71,86.61,512.0,512.0
666,15.0968972,37.6102545,48.9,27.96,80.59,512.0,512.0
667,15.0969467,37.6103304,48.9,50.46,85.04,512.0,512.0
668,15.0970185,37.6103606,75.0,157.54,77.4,512.0,512.0
669,15.0970185,37.6103606,75.0,214.41,78.25,512.0,512.0
670,15.097322,37.6085596,27.1,19.16,88.66,512.0,512.0
671,15.0973473,37.6086443,46.9,253.54,86.52,512.0,512.0
672,15.0970809,37.608758,48.9,144.83,84.12,512.0,512.0
673,15.097175,37.6080341,48.8,217.65,85.6,512.0,512.0
674,15.0970873,37.6076745,75.0,143.52,86.09,512.0,512.0
675,15.096671,37.6061272,47.8,265.66,85.73,512.0,512.0
676,15.0966412,37.6059009,41.2,219.24,85.57,512.0,512.0
677,15.0967525,37.60509,48.9,226.29,89.02,512.0,512.0
678,15.0969789,37.6042829,48.1,183.48,86.53,512.0,512.0
679,15.0970326,37.6041179,46.9,190.93,88.75,512.0,512.0
680,15.0972119,37.6008694,46.9,202.38,87.72,512.0,512.0
681,15.0971733,37.6002405,48.5,204.01,88.42,512.0,512.0
682,15.0971344,37.5995982,48.9,198.82,83.45,512.0,512.0
683,15.0971288,37.5995039,22.5,191.9,85.92,512.0,512.0
684,15.0970684,37.5993944,75.0,167.53,88.21,512.0,512.0
685,15.0970684,37.5993944,75.0,211.52,76.44,512.0,512.0
686,15.0969877,37.5993398,75.4,181.85,58.97,512.0,512.0
687,15.0969877,37.5993398,75.4,295.57,71.37,512.0,512.0
688,15.0968476,37.5992256,48.9,155.16,80.64,512.0,512.0
689,15.0968983,37.598971,75.0,123.73,71.46,512.0,512.0
690,15.0970495,37.5982487,23.7,6.49,88.52,512.0,512.0
691,15.0970884,37.5988455,47.2,5.27,88.61,512.0,512.0
692,15.097067,37.5977119,47.7,46.29,87.69,512.0,512.0
693,15.0970669,37.597624,20.4,197.07,83.34,512.0,512.0
694,15.0970634,37.5970119,75.0,209.44,80.88,512.0,512.0
695,15.0968248,37.5957956,46.9,194.23,80.02,512.0,512.0
697,15.0967859,37.5951337,75.0,246.81,78.82,512.0,512.0
698,15.0966571,37.5943223,75.0,35.61,65.35,512.0,512.0
699,15.0954844,37.5935742,49.6,292.02,91.8,512.0,512.0
700,15.0949067,37.5935601,23.2,95.53,90.15,512.0,512.0
701,15.0941866,37.5935608,18.4,271.45,86.9,512.0,512.0
702,15.0941866,37.5935608,72.1,159.38,81.85,512.0,512.0
703,15.0888798,37.5878709,75.0,189.07,84.02,512.0,512.0
704,15.0890666,37.5875439,24.5,164.07,87.8,512.0,512.0
705,15.0895328,37.5870412,51.0,299.93,86.08,512.0,512.0
706,15.0896401,37.58653,54.3,45.91,87.61,512.0,512.0
707,15.0898771,37.5861397,75.0,173.39,80.72,512.0,512.0
708,15.0881719,37.5851862,75.0,306.34,80.75,512.0,512.0
709,15.092164,37.5835847,75.0,174.23,79.91,512.0,512.0
710,15.0922184,37.583412,75.0,254.48,94.62,512.0,512.0
711,15.0922314,37.5833678,37.6,72.83,89.53,512.0,512.0
712,15.0923445,37.5829961,47.5,181.25,86.8,512.0,512.0
713,15.0923887,37.5829044,90.0,27.15,84.07,512.0,512.0
714,15.0923432,37.5828397,46.9,144.8,73.77,512.0,512.0
715,15.0924456,37.5825611,75.0,188.19,87.81,512.0,512.0
716,15.0925228,37.5822869,48.6,184.37,86.16,512.0,512.0
717,15.0926257,37.5820423,47.9,164.76,85.58,512.0,512.0
718,15.092672,37.58196,47.6,111.42,86.96,512.0,512.0
719,15.0928669,37.5819225,22.4,296.42,89.75,512.0,512.0
720,15.0924797,37.5825771,75.3,0.3,86.08,512.0,512.0
721,15.0924819,37.5827302,46.9,276.57,74.46,512.0,512.0
722,15.0924819,37.5827302,46.9,323.25,76.88,512.0,512.0
723,15.0926676,37.5828413,47.4,84.05,85.54,512.0,512.0
724,15.0932273,37.5831007,23.3,84.68,85.43,512.0,512.0
725,15.0936401,37.5832729,47.3,323.62,91.04,512.0,512.0
726,15.0939558,37.5834071,75.0,101.12,81.19,512.0,512.0
727,15.094115,37.5834899,75.0,37.41,82.04,512.0,512.0
728,15.0940456,37.5836425,48.9,160.87,84.08,512.0,512.0
729,15.0942116,37.583256,24.8,350.62,90.9,512.0,512.0
730,15.0943302,37.5830791,75.0,221.27,80.4,512.0,512.0
731,15.0992849,37.5808365,48.9,108.74,85.42,512.0,512.0
732,15.0995143,37.5807849,34.3,91.8,85.9,512.0,512.0
733,15.0995143,37.5807849,34.3,136.4,85.85,512.0,512.0
734,15.0998217,37.5807833,75.0,101.26,89.67,512.0,512.0
735,15.0999473,37.5807755,75.0,326.44,77.44,512.0,512.0
736,15.1032418,37.592676,75.0,292.26,86.81,512.0,512.0
737,15.1042827,37.5927525,23.3,63.06,87.52,512.0,512.0
738,15.1045635,37.592966,75.0,194.85,72.08,512.0,512.0
739,15.10458,37.5930498,75.0,226.94,71.48,512.0,512.0
740,15.1046059,37.5931369,75.0,127.97,65.3,512.0,512.0
741,15.1047018,37.5933915,23.5,28.08,89.4,512.0,512.0
742,15.1047587,37.5936729,46.9,21.93,85.75,512.0,512.0
743,15.1050075,37.594895,46.9,19.29,85.82,512.0,512.0
744,15.1061952,37.5964246,47.6,82.03,77.87,512.0,512.0
745,15.1061952,37.5964246,47.6,165.16,84.37,512.0,512.0
746,15.106402,37.5957387,48.9,217.83,83.89,512.0,512.0
747,15.1066374,37.5953223,48.7,92.19,84.56,512.0,512.0
748,15.1066374,37.5953223,15.0,343.48,91.35,512.0,512.0
749,15.1077127,37.59572,75.0,82.66,81.95,512.0,512.0
750,15.1079959,37.5958468,48.7,92.27,84.83,512.0,512.0
751,15.1089973,37.5960714,49.1,77.43,84.31,512.0,512.0
752,15.1091424,37.5961141,90.0,137.12,87.15,512.0,512.0
753,15.1091959,37.5962006,48.0,346.9,87.25,512.0,512.0
754,15.1090697,37.5963187,75.0,168.47,83.41,512.0,512.0
755,15.1097096,37.5952652,75.0,177.9,85.3,512.0,512.0
756,15.1088162,37.5948903,75.0,265.25,85.02,512.0,512.0
757,15.1086949,37.5949598,75.0,170.24,83.4,512.0,512.0
758,15.1081102,37.5945444,75.0,269.81,86.24,512.0,512.0
759,15.108026,37.5944991,75.0,175.8,82.71,512.0,512.0
760,15.1142313,37.5886051,46.9,70.89,89.3,512.0,512.0
761,15.1144659,37.5887124,47.7,352.46,79.26,512.0,512.0
762,15.1143689,37.5889499,75.0,166.76,83.62,512.0,512.0
763,15.1252265,37.588973,48.8,90.23,79.76,512.0,512.0
764,15.1306386,37.5895102,48.3,216.27,89.5,512.0,512.0
765,15.1309862,37.5891541,75.0,260.49,80.66,512.0,512.0
766,15.1309516,37.589109,75.0,160.73,82.28,512.0,512.0
768,15.1313142,37.5885125,46.9,98.21,86.03,512.0,512.0
769,15.1314894,37.588318,46.9,14.43,85.52,512.0,512.0
770,15.1314894,37.588318,46.9,178.24,86.44,512.0,512.0
771,15.1320545,37.5872191,75.0,43.65,81.78,512.0,512.0
772,15.1319526,37.5860422,75.0,230.95,77.1,512.0,512.0
773,15.1369242,37.5889228,75.0,152.09,82.08,512.0,512.0
774,15.1369406,37.5887407,75.0,109.99,76.14,512.0,512.0
775,15.1370646,37.5886143,63.6,307.81,83.02,512.0,512.0
776,15.1370646,37.5886143,17.7,355.62,91.01,512.0,512.0
777,15.1370646,37.5886143,57.3,207.04,73.2,512.0,512.0
778,15.1369436,37.5883715,46.9,28.03,78.01,512.0,512.0
779,15.1370076,37.5884438,75.0,340.29,63.01,512.0,512.0
780,15.1370076,37.5884438,75.0,31.43,70.76,512.0,512.0
781,15.1388294,37.5878164,75.0,33.59,84.77,512.0,512.0
782,15.1388294,37.5878164,47.7,209.03,83.2,512.0,512.0
783,15.1388084,37.5879043,75.0,250.76,90.26,512.0,512.0
784,15.1388084,37.5879043,75.0,142.03,85.05,512.0,512.0
785,15.1389528,37.587787,75.0,305.2,86.95,512.0,512.0
786,15.1406348,37.5874857,75.0,280.29,84.86,512.0,512.0
787,15.1406348,37.5874857,75.0,57.2,87.36,512.0,512.0
788,15.140831,37.5873765,75.0,83.45,84.7,512.0,512.0
789,15.141375,37.5866295,75.0,81.65,77.93,512.0,512.0
790,15.1417059,37.5860933,75.0,172.31,80.65,512.0,512.0
791,15.1419376,37.5861162,23.7,283.06,90.54,512.0,512.0
792,15.1417242,37.5860223,75.0,84.64,82.56,512.0,512.0
793,15.1417715,37.5858425,75.0,202.95,83.79,512.0,512.0
794,15.1413842,37.5856979,24.9,84.54,83.37,512.0,512.0
795,15.1419427,37.5852707,46.9,195.93,82.19,512.0,512.0
796,15.1420967,37.5847372,47.9,189.01,85.54,512.0,512.0
797,15.1421824,37.5843679,17.3,249.24,86.77,512.0,512.0
798,15.1422696,37.5840648,75.0,197.95,87.61,512.0,512.0
799,15.1422147,37.5839341,75.0,218.77,87.33,512.0,512.0
800,15.1421889,37.5838521,48.9,172.02,82.29,512.0,512.0
801,15.1421889,37.5838521,23.6,239.88,94.47,512.0,512.0
802,15.1420451,37.5837359,75.0,175.04,67.57,512.0,512.0
803,15.1420691,37.5836275,75.0,75.73,75.82,512.0,512.0
804,15.1422163,37.5836062,75.0,57.88,70.43,512.0,512.0
805,15.1423832,37.5836678,75.0,64.11,79.23,512.0,512.0
806,15.1423832,37.5836678,75.0,30.36,77.34,512.0,512.0
807,15.1424897,37.5837759,23.5,330.67,87.29,512.0,512.0
808,15.1424897,37.5837759,23.5,60.68,79.94,512.0,512.0
809,15.1421218,37.5835011,25.7,72.03,87.18,512.0,512.0
810,15.1420691,37.5836275,48.9,343.71,80.2,512.0,512.0
811,15.1418958,37.583231,75.0,222.21,81.55,512.0,512.0
812,15.1418586,37.5831435,75.0,131.21,83.8,512.0,512.0
813,15.1416488,37.5826571,75.0,244.96,82.84,512.0,512.0
814,15.1415707,37.5824827,48.9,64.86,85.35,512.0,512.0
815,15.141494,37.5823117,46.1,223.01,86.76,512.0,512.0
816,15.1410745,37.5813655,75.0,241.36,85.44,512.0,512.0
817,15.1409994,37.5811951,35.9,55.36,84.62,512.0,512.0
818,15.1409242,37.5810225,48.9,221.98,83.16,512.0,512.0
819,15.1408516,37.5808495,36.1,310.52,70.24,512.0,512.0
820,15.1408516,37.5808495,36.1,258.04,80.38,512.0,512.0
821,15.139825,37.5809396,39.4,104.81,85.0,512.0,512.0
822,15.1405845,37.580853,75.0,132.29,75.75,512.0,512.0
823,15.1407189,37.5808979,15.1,165.86,86.78,512.0,512.0
824,15.1407966,37.5807186,75.0,277.95,78.24,512.0,512.0
825,15.1407584,37.5806314,48.0,228.68,87.42,512.0,512.0
826,15.1406066,37.5802968,50.0,248.07,85.04,512.0,512.0
827,15.1405155,37.5801001,35.9,223.57,91.33,512.0,512.0
828,15.1404428,37.5799376,24.0,212.24,90.56,512.0,512.0
