id,longitude,latitude,zoom,heading,tilt,width,height
829,15.1402426,37.579763,75.0,180.28,72.83,512.0,512.0
830,15.1402426,37.579763,75.0,124.46,77.68,512.0,512.0
831,15.1397206,37.5798191,75.0,93.69,78.96,512.0,512.0
832,15.1401131,37.579816,48.2,117.35,80.36,512.0,512.0
833,15.1402426,37.579763,75.0,175.82,76.24,512.0,512.0
834,15.1401231,37.5792332,75.0,233.57,87.18,512.0,512.0
835,15.1394733,37.5784372,75.0,223.79,75.68,512.0,512.0
836,15.1394684,37.5778511,75.0,150.49,76.88,512.0,512.0
837,15.1398001,37.5777544,75.0,126.28,79.49,512.0,512.0
838,15.1390726,37.5777345,75.0,217.92,79.79,512.0,512.0
839,15.1389768,37.577578,48.1,176.58,79.71,512.0,512.0
840,15.1387766,37.5773793,49.2,191.67,75.16,512.0,512.0
841,15.1385689,37.5772238,36.3,70.38,78.08,512.0,512.0
842,15.1387054,37.5771055,37.6,101.59,71.27,512.0,512.0
843,15.1390487,37.576333,75.0,314.73,82.93,512.0,512.0
844,15.1386956,37.5760226,47.9,206.91,87.44,512.0,512.0
845,15.1386236,37.5752808,23.1,46.72,94.86,512.0,512.0
846,15.1383884,37.5752056,75.0,104.44,72.83,512.0,512.0
847,15.1384485,37.5751256,75.0,126.31,63.49,512.0,512.0
848,15.1385695,37.5747113,24.9,189.54,82.99,512.0,512.0
849,15.1385526,37.5743822,21.3,204.96,85.22,512.0,512.0
850,15.138528,37.5742762,48.0,35.29,75.38,512.0,512.0
851,15.1384818,37.5742191,48.4,158.69,76.43,512.0,512.0
852,15.1384539,37.5740161,75.0,189.76,78.62,512.0,512.0
853,15.1384981,37.5738336,69.7,10.77,81.99,512.0,512.0
854,15.138123,37.5689058,23.8,25.05,86.96,512.0,512.0
855,15.1372253,37.5668084,75.0,269.1,67.18,512.0,512.0
856,15.1379945,37.5664831,17.8,303.08,94.25,512.0,512.0
857,15.1378949,37.5663123,75.0,52.86,78.84,512.0,512.0
858,15.140269,37.5656695,75.0,164.04,77.72,512.0,512.0
859,15.1408184,37.565785,75.0,68.76,72.63,512.0,512.0
860,15.1477978,37.5701318,75.0,71.22,78.02,512.0,512.0
861,15.1479569,37.5701717,48.0,103.89,83.14,512.0,512.0
862,15.1504974,37.5694359,75.0,183.3,80.68,512.0,512.0
863,15.1504974,37.5694359,28.6,211.8,83.11,512.0,512.0
864,15.1503162,37.5691513,37.6,244.38,84.32,512.0,512.0
865,15.1504003,37.5692048,75.0,51.79,88.75,512.0,512.0
866,15.1504928,37.5692627,47.9,133.22,87.6,512.0,512.0
867,15.1540703,37.5666373,75.0,167.42,76.83,512.0,512.0
868,15.1514499,37.5632625,22.4,265.73,88.37,512.0,512.0
869,15.1514383,37.5634484,24.6,18.52,94.78,512.0,512.0
870,15.1513955,37.563364,20.5,225.83,83.19,512.0,512.0
871,15.1499127,37.560719,46.9,195.48,81.79,512.0,512.0
872,15.1500869,37.5604145,75.0,198.82,69.54,512.0,512.0
873,15.1488923,37.5599247,46.9,235.21,76.31,512.0,512.0
874,15.1483207,37.5586909,48.2,195.84,79.74,512.0,512.0
875,15.1482776,37.5585145,24.9,203.86,72.8,512.0,512.0
876,15.1480427,37.557982,49.4,162.62,76.38,512.0,512.0
877,15.147006,37.5570954,75.0,254.47,78.24,512.0,512.0
878,15.1463562,37.5568249,46.6,248.05,87.45,512.0,512.0
879,15.1462564,37.5567824,47.4,158.09,82.59,512.0,512.0
880,15.1158848,37.6069967,50.3,120.55,86.42,512.0,512.0
881,15.1160208,37.6069765,48.4,61.83,75.73,512.0,512.0
882,15.1164325,37.6067926,75.0,328.4,79.11,512.0,512.0
883,15.1163322,37.6069425,75.0,334.28,78.07,512.0,512.0
884,15.1162048,37.6073112,66.7,191.5,70.24,512.0,512.0
885,15.1165113,37.6069934,49.1,113.21,81.89,512.0,512.0
886,15.1167234,37.6069822,23.4,282.36,86.76,512.0,512.0
887,15.1169444,37.6069658,75.0,30.6,79.68,512.0,512.0
888,15.1178516,37.6068857,49.1,128.1,74.57,512.0,512.0
889,15.1181985,37.6068671,62.3,209.71,83.51,512.0,512.0
890,15.1184332,37.6068584,75.0,100.13,81.05,512.0,512.0
891,15.1185166,37.606854,75.0,131.5,81.05,512.0,512.0
892,15.118589,37.6069598,75.0,249.44,85.1,512.0,512.0
893,15.1185851,37.6070593,47.2,324.74,80.67,512.0,512.0
894,15.1191643,37.6069345,25.4,117.69,77.14,512.0,512.0
895,15.1207124,37.6072603,22.6,182.29,81.22,512.0,512.0
896,15.1229283,37.6065046,17.3,60.03,80.58,512.0,512.0
897,15.1236393,37.6064189,21.9,112.71,87.28,512.0,512.0
898,15.1236393,37.6064189,73.3,357.57,85.41,512.0,512.0
899,15.1235864,37.606526,75.0,209.68,82.98,512.0,512.0
900,15.1233856,37.6068642,46.9,10.4,89.45,512.0,512.0
901,15.123557,37.6069059,51.9,279.43,88.54,512.0,512.0
902,15.1229011,37.6074586,75.0,326.75,72.72,512.0,512.0
903,15.1228341,37.6075324,25.3,352.0,100.12,512.0,512.0
904,15.1226931,37.6076813,48.9,211.94,89.37,512.0,512.0
905,15.1226205,37.607756,49.1,155.02,81.87,512.0,512.0
906,15.1224785,37.6079081,48.9,328.88,81.74,512.0,512.0
907,15.1224031,37.6080869,75.0,333.75,103.35,512.0,512.0
908,15.1218979,37.6083282,75.0,282.04,85.37,512.0,512.0
909,15.1215477,37.60883,34.3,240.35,86.85,512.0,512.0
910,15.1212422,37.6088253,75.0,210.25,88.67,512.0,512.0
911,15.1211734,37.6088287,75.0,189.36,81.41,512.0,512.0
912,15.1210052,37.6092729,75.0,229.24,81.3,512.0,512.0
913,15.1209285,37.6092101,47.5,278.33,91.58,512.0,512.0
914,15.1204792,37.6094008,48.9,331.61,89.79,512.0,512.0
915,15.1202141,37.6095962,51.1,159.88,89.38,512.0,512.0
916,15.1202141,37.6095962,26.7,27.63,90.01,512.0,512.0
917,15.1201827,37.6097438,62.5,99.8,81.44,512.0,512.0
918,15.1202724,37.609797,18.8,223.07,79.23,512.0,512.0
919,15.1202724,37.609797,40.2,247.71,90.91,512.0,512.0
920,15.119904,37.6098958,48.5,176.24,80.83,512.0,512.0
921,15.1183732,37.6113392,25.4,180.61,86.28,512.0,512.0
922,15.1179675,37.6113861,20.3,98.02,85.95,512.0,512.0
923,15.118076,37.6114033,46.7,108.43,80.18,512.0,512.0
924,15.1183732,37.6113392,75.0,22.04,91.96,512.0,512.0
925,15.1184006,37.6114724,75.0,289.92,74.76,512.0,512.0
926,15.1186644,37.6115877,75.0,277.72,79.2,512.0,512.0
927,15.1181398,37.6118914,49.1,179.81,82.28,512.0,512.0
928,15.1204397,37.6118194,75.0,154.05,77.15,512.0,512.0
929,15.1205237,37.6116959,48.9,8.27,82.83,512.0,512.0
930,15.1211845,37.6118699,75.0,107.6,79.05,512.0,512.0
931,15.1214133,37.611887,75.0,106.23,78.49,512.0,512.0
932,15.1215849,37.6119001,75.0,100.06,62.06,512.0,512.0
933,15.1224994,37.6119704,75.0,337.81,63.79,512.0,512.0
934,15.1227277,37.6119877,75.0,267.48,67.43,512.0,512.0
935,15.1257923,37.6115396,24.0,307.59,87.78,512.0,512.0
936,15.1263869,37.6112114,47.5,159.12,80.17,512.0,512.0
937,15.126688,37.6106544,46.9,153.61,81.32,512.0,512.0
938,15.1264185,37.6105561,75.0,268.22,81.21,512.0,512.0
939,15.1267835,37.6105699,75.0,48.66,72.48,512.0,512.0
940,15.1267835,37.6105699,75.0,187.91,78.9,512.0,512.0
941,15.1268115,37.6104895,75.0,37.61,77.54,512.0,512.0
942,15.1272853,37.6107355,75.0,307.24,79.58,512.0,512.0
943,15.1271563,37.6108063,48.9,13.6,85.06,512.0,512.0
944,15.1303655,37.609323,75.0,168.39,73.3,512.0,512.0
945,15.1308283,37.6091674,75.0,272.39,83.52,512.0,512.0
946,15.1306146,37.6091836,75.0,352.87,83.01,512.0,512.0
947,15.129488,37.6084892,75.0,47.96,74.32,512.0,512.0
948,15.1296978,37.6080576,47.8,278.32,87.88,512.0,512.0
949,15.1302551,37.6070162,75.0,264.12,87.51,512.0,512.0
950,15.1301165,37.6069649,75.0,250.41,87.22,512.0,512.0
951,15.1298278,37.6069083,75.0,120.46,81.58,512.0,512.0
952,15.130146,37.6065025,75.0,192.21,81.02,512.0,512.0
953,15.1301552,37.6063855,75.0,206.67,82.06,512.0,512.0
954,15.1301552,37.6063855,75.0,102.77,85.49,512.0,512.0
955,15.1301611,37.6063057,75.0,68.9,79.91,512.0,512.0
956,15.1301611,37.6063057,75.0,324.11,80.27,512.0,512.0
957,15.1301505,37.6062108,75.0,202.95,85.75,512.0,512.0
958,15.1301327,37.6061277,75.0,61.61,83.57,512.0,512.0
959,15.1301327,37.6061277,41.2,120.27,87.83,512.0,512.0
960,15.1301327,37.6061277,41.2,276.8,83.89,512.0,512.0
961,15.1298928,37.6061009,15.0,105.75,86.71,512.0,512.0
962,15.1298928,37.6061009,40.5,27.93,84.14,512.0,512.0
963,15.1298928,37.6061009,19.8,289.24,91.44,512.0,512.0
964,15.1293971,37.6060797,75.0,67.53,76.62,512.0,512.0
965,15.1293971,37.6060797,23.9,213.31,96.43,512.0,512.0
966,15.1293971,37.6060797,15.0,275.26,92.76,512.0,512.0
967,15.1293959,37.6063481,48.9,198.79,88.4,512.0,512.0
968,15.128884,37.6061438,48.9,214.0,90.77,512.0,512.0
969,15.1287639,37.6061408,24.9,142.81,91.89,512.0,512.0
970,15.1287639,37.6061408,52.4,213.29,80.82,512.0,512.0
971,15.1273285,37.606163,48.9,261.76,82.63,512.0,512.0
972,15.1272148,37.606164,46.9,242.12,79.37,512.0,512.0
973,15.1272148,37.606164,46.9,316.95,86.02,512.0,512.0
974,15.1272148,37.606164,89.5,302.63,101.29,512.0,512.0
975,15.1270438,37.6061667,75.0,254.3,79.06,512.0,512.0
976,15.1268148,37.6061709,24.8,235.07,92.58,512.0,512.0
977,15.1261334,37.6062053,48.9,209.07,86.05,512.0,512.0
978,15.1261334,37.6062053,48.9,121.14,85.32,512.0,512.0
979,15.1259863,37.6062311,68.4,359.36,85.66,512.0,512.0
980,15.1259099,37.6064694,75.0,359.36,85.66,512.0,512.0
981,15.1261017,37.6066258,75.0,259.09,83.66,512.0,512.0
982,15.1259922,37.6066108,75.0,284.07,82.92,512.0,512.0
983,15.1258943,37.6066205,39.4,297.89,97.03,512.0,512.0
984,15.125925,37.6068661,90.0,37.67,76.98,512.0,512.0
985,15.1259478,37.606955,75.0,11.38,85.03,512.0,512.0
986,15.125967,37.6070399,48.9,25.01,75.52,512.0,512.0
987,15.125967,37.6070399,48.9,49.6,85.17,512.0,512.0
988,15.1259711,37.6071033,75.0,310.79,86.5,512.0,512.0
989,15.1265664,37.6070145,75.0,112.37,79.82,512.0,512.0
990,15.1267348,37.6069889,48.8,292.01,88.29,512.0,512.0
991,15.1257941,37.6058209,90.0,65.09,85.68,512.0,512.0
992,15.1258482,37.6059004,46.9,55.87,82.75,512.0,512.0
993,15.1260018,37.6061293,75.0,139.07,90.16,512.0,512.0
994,15.1254561,37.6053193,48.9,107.31,79.19,512.0,512.0
995,15.1250287,37.6047418,48.9,218.51,81.14,512.0,512.0
996,15.1249692,37.6046546,49.4,42.73,90.17,512.0,512.0
997,15.1248617,37.6046143,22.5,193.62,87.45,512.0,512.0
998,15.1248617,37.6046143,47.8,303.75,87.65,512.0,512.0
999,15.1248336,37.6042676,75.0,197.68,82.36,512.0,512.0
1000,15.1248336,37.6042676,53.0,167.6,85.09,512.0,512.0
1001,15.1247579,37.6042055,15.2,96.01,89.69,512.0,512.0
1002,15.124854,37.6038702,23.1,186.94,88.62,512.0,512.0
1003,15.1248915,37.6036897,24.9,301.64,85.73,512.0,512.0
1004,15.1248915,37.6036897,26.7,122.66,91.35,512.0,512.0
1005,15.1253779,37.6023369,48.9,23.18,89.77,512.0,512.0
1006,15.1256377,37.6023608,24.9,280.03,89.02,512.0,512.0
1007,15.126772,37.602733,49.4,195.34,90.37,512.0,512.0
1008,15.1275483,37.6026883,46.9,106.53,80.19,512.0,512.0
1009,15.1275483,37.6026883,22.9,349.22,91.26,512.0,512.0
1010,15.1275483,37.6026883,24.6,306.18,92.15,512.0,512.0
1011,15.1277776,37.6025043,75.0,195.91,82.5,512.0,512.0
1012,15.1288845,37.6028413,24.9,48.58,85.55,512.0,512.0
1013,15.1292774,37.6033503,23.5,202.15,87.34,512.0,512.0
1014,15.1298942,37.6031036,75.0,193.49,103.29,512.0,512.0
1015,15.1300376,37.6028253,46.9,190.79,82.34,512.0,512.0
1016,15.1301686,37.602202,47.1,54.31,86.26,512.0,512.0
1017,15.1303177,37.6017329,35.9,210.71,75.64,512.0,512.0
1018,15.1304888,37.6011783,48.9,9.24,89.77,512.0,512.0
1019,15.1303335,37.6007346,39.4,330.53,77.86,512.0,512.0
1020,15.1315193,37.5975626,48.0,215.49,80.91,512.0,512.0
1021,15.1311604,37.5974487,90.0,273.15,80.71,512.0,512.0
1022,15.1309375,37.5974085,47.2,225.16,82.11,512.0,512.0
1023,15.1309712,37.5953499,46.9,286.88,84.67,512.0,512.0
1024,15.1314435,37.5953116,48.7,109.08,82.31,512.0,512.0
1025,15.1315677,37.5952948,32.8,195.27,91.72,512.0,512.0
1026,15.1315677,37.5952948,16.8,43.15,93.6,512.0,512.0
1027,15.1314596,37.5948412,46.9,230.43,91.82,512.0,512.0
1028,15.1313963,37.5946611,38.8,215.34,87.12,512.0,512.0
1029,15.131384,37.5945114,24.5,193.35,89.51,512.0,512.0
1030,15.1317066,37.5929302,46.9,14.32,89.64,512.0,512.0
1031,15.1317066,37.5929302,15.0,98.26,87.53,512.0,512.0
1032,15.1317949,37.5929263,48.2,342.78,91.84,512.0,512.0
1033,15.1309138,37.5892253,48.9,177.89,98.8,512.0,512.0
1034,15.1312589,37.588623,23.4,227.23,92.82,512.0,512.0
1036,15.1314205,37.5883868,15.1,47.4,90.86,512.0,512.0
1037,15.0786951,37.6148286,75.0,224.9,76.32,512.0,512.0
1038,15.0786951,37.6148286,75.0,161.29,81.94,512.0,512.0
1039,15.0786876,37.6147359,75.0,136.39,87.8,512.0,512.0
1040,15.0786876,37.6147359,75.0,75.34,88.84,512.0,512.0
1041,15.0786876,37.6147359,16.5,122.67,92.03,512.0,512.0
1042,15.0786876,37.6147359,15.4,191.27,88.36,512.0,512.0
1043,15.0786769,37.6144133,75.0,192.51,84.58,512.0,512.0
1044,15.0786769,37.6144133,19.5,160.96,90.69,512.0,512.0
1045,15.078658,37.6141392,20.4,135.22,81.45,512.0,512.0
1046,15.0786408,37.6137704,15.0,220.91,88.34,512.0,512.0
1047,15.0786079,37.6133143,23.3,189.7,89.33,512.0,512.0
1048,15.0785831,37.6130844,23.3,41.34,92.01,512.0,512.0
1049,15.0785831,37.6130844,15.0,15.27,92.14,512.0,512.0
1050,15.0785831,37.6130844,34.9,358.78,92.79,512.0,512.0
1051,15.0791549,37.6133119,48.9,108.79,89.4,512.0,512.0
1052,15.0792901,37.6133819,75.0,202.32,79.81,512.0,512.0
1053,15.0793355,37.6131631,48.9,192.44,78.86,512.0,512.0
1054,15.0797687,37.6115281,26.2,198.35,84.9,512.0,512.0
1055,15.080047,37.6112348,90.0,232.81,76.18,512.0,512.0
1056,15.080047,37.6112348,37.8,183.98,71.9,512.0,512.0
1057,15.0802245,37.6110886,24.9,287.31,91.28,512.0,512.0
1058,15.0811892,37.6107601,22.8,147.33,82.46,512.0,512.0
1059,15.0817173,37.6126123,75.0,106.09,75.65,512.0,512.0
1060,15.0826349,37.6128038,48.9,97.16,81.48,512.0,512.0
1061,15.083146,37.6129948,24.0,134.94,86.44,512.0,512.0
1062,15.0834198,37.6132245,48.9,60.22,78.6,512.0,512.0
1063,15.0834622,37.613311,75.0,98.59,67.45,512.0,512.0
1064,15.0838398,37.6131818,17.7,340.43,90.79,512.0,512.0
1065,15.0836427,37.6135475,75.0,332.79,86.71,512.0,512.0
1066,15.0836427,37.6135475,75.0,145.47,62.07,512.0,512.0
1067,15.0835475,37.6134885,75.0,304.26,72.58,512.0,512.0
1068,15.0836427,37.6135475,48.9,251.58,77.73,512.0,512.0
1069,15.0833144,37.6136376,28.6,161.64,86.3,512.0,512.0
1070,15.0833392,37.6144119,46.9,88.23,87.44,512.0,512.0
1071,15.0833392,37.6144119,46.9,311.61,89.55,512.0,512.0
1072,15.0836335,37.6149516,48.9,56.02,92.7,512.0,512.0
1073,15.0836668,37.6153168,48.3,232.74,89.17,512.0,512.0
1074,15.0836608,37.6155007,48.9,139.53,82.13,512.0,512.0
1075,15.0836608,37.6155007,15.0,76.98,83.21,512.0,512.0
1076,15.0835254,37.6161188,75.0,352.24,87.54,512.0,512.0
1077,15.0836982,37.6161724,49.4,299.88,108.44,512.0,512.0
1078,15.083256,37.6161705,75.0,105.54,70.31,512.0,512.0
1079,15.0834653,37.6163406,49.3,302.9,94.49,512.0,512.0
1080,15.0783153,37.6100347,46.9,259.32,87.06,512.0,512.0
1081,15.0783121,37.6092393,50.4,155.33,83.33,512.0,512.0
1082,15.0783502,37.6091676,15.0,142.73,86.71,512.0,512.0
1083,15.0781467,37.609073,48.0,103.88,85.68,512.0,512.0
1084,15.0783513,37.6090025,75.0,111.53,81.41,512.0,512.0
1085,15.0786578,37.6089018,49.6,317.51,85.92,512.0,512.0
1086,15.0810739,37.609041,75.0,134.7,76.75,512.0,512.0
1087,15.0811702,37.6093705,48.7,196.35,82.24,512.0,512.0
1088,15.0813375,37.6088606,24.9,173.28,82.64,512.0,512.0
1089,15.0813611,37.6090666,49.1,327.68,92.07,512.0,512.0
1090,15.082627,37.6094482,75.0,48.87,83.63,512.0,512.0
1091,15.0827702,37.6095158,75.0,343.07,70.18,512.0,512.0
1092,15.0827702,37.6095158,25.4,85.49,85.22,512.0,512.0
1093,15.0829626,37.6098926,75.0,215.63,84.53,512.0,512.0
1094,15.0834173,37.6092986,46.9,134.12,81.59,512.0,512.0
1095,15.0842836,37.6087335,74.7,149.66,83.98,512.0,512.0
1096,15.0844041,37.6085892,75.0,69.46,68.07,512.0,512.0
1097,15.0845165,37.6085471,48.9,315.07,78.64,512.0,512.0
1098,15.0843783,37.6084288,24.8,48.4,89.74,512.0,512.0
1099,15.0837706,37.6077233,15.0,136.18,79.26,512.0,512.0
1100,15.0804281,37.6052471,90.0,180.59,68.63,512.0,512.0
1101,15.0804221,37.605176,75.0,73.69,85.06,512.0,512.0
1102,15.0805863,37.6045232,48.9,195.1,83.47,512.0,512.0
1103,15.080659,37.6043633,48.9,197.77,82.1,512.0,512.0
1104,15.0809589,37.6034847,48.9,208.82,85.44,512.0,512.0
1105,15.0805811,37.6027593,75.0,219.04,84.6,512.0,512.0
1106,15.0805132,37.6026862,48.9,260.1,92.1,512.0,512.0
1107,15.0804459,37.6026135,75.0,65.27,74.16,512.0,512.0
1108,15.0803769,37.6025337,75.0,207.11,78.57,512.0,512.0
1109,15.0803123,37.6024595,47.4,223.56,82.98,512.0,512.0
1110,15.0803123,37.6024595,23.0,127.36,88.98,512.0,512.0
1111,15.0802215,37.6015762,24.0,19.97,91.83,512.0,512.0
1112,15.0802101,37.6013053,75.0,35.24,82.19,512.0,512.0
1113,15.0802101,37.6013053,48.1,211.83,86.75,512.0,512.0
1114,15.0793557,37.6018915,48.0,168.91,79.7,512.0,512.0
1115,15.0792409,37.6029132,46.9,9.23,90.16,512.0,512.0
1116,15.0786843,37.6037576,25.1,158.85,85.37,512.0,512.0
1117,15.0785806,37.6039166,22.5,358.71,94.38,512.0,512.0
1118,15.0784141,37.6042571,48.9,187.5,85.22,512.0,512.0
1119,15.0785805,37.6052175,75.0,9.4,91.6,512.0,512.0
1120,15.0789527,37.6054416,49.2,358.52,91.01,512.0,512.0
1122,15.0784696,37.6058831,48.9,129.02,88.28,512.0,512.0
1123,15.0778636,37.6062305,48.9,131.46,86.19,512.0,512.0
1124,15.0771673,37.5864537,30.7,205.79,90.32,512.0,512.0
1125,15.0721624,37.5885196,75.0,23.95,76.93,512.0,512.0
1126,15.1386323,37.5934196,75.0,6.36,77.95,512.0,512.0
1127,15.1386323,37.5934196,47.7,98.43,81.91,512.0,512.0
1128,15.1388337,37.5934452,49.7,286.81,95.43,512.0,512.0
1129,15.1386945,37.5934369,75.0,146.52,85.86,512.0,512.0
1130,15.1384754,37.5941744,75.0,214.19,85.84,512.0,512.0
1131,15.1383745,37.5941492,48.0,245.94,96.89,512.0,512.0
1132,15.1382672,37.5941079,35.9,94.06,79.71,512.0,512.0
1133,15.1384754,37.5941744,28.7,255.51,94.09,512.0,512.0
1134,15.1385017,37.5946534,75.0,84.57,83.0,512.0,512.0
1135,15.1385017,37.5946534,46.9,126.95,77.18,512.0,512.0
1136,15.1385017,37.5946534,46.9,343.37,82.55,512.0,512.0
1137,15.1384481,37.5945698,37.6,231.5,93.18,512.0,512.0
1138,15.1382905,37.5945896,75.0,321.41,92.95,512.0,512.0
1139,15.1381873,37.5946223,75.0,335.16,91.81,512.0,512.0
1140,15.1377227,37.5952148,75.0,194.62,86.27,512.0,512.0
1141,15.1375378,37.5954279,75.0,336.57,78.72,512.0,512.0
1142,15.1374226,37.5955761,52.1,162.05,84.5,512.0,512.0
1143,15.1371867,37.5958694,48.9,44.99,88.96,512.0,512.0
1144,15.1370071,37.5962087,75.0,344.2,82.39,512.0,512.0
1145,15.1369446,37.5963418,75.0,20.58,80.97,512.0,512.0
1146,15.1367371,37.59693,75.0,19.25,82.48,512.0,512.0
1147,15.1370033,37.5982093,75.0,12.36,80.32,512.0,512.0
1148,15.1370897,37.5989187,48.0,19.59,86.56,512.0,512.0
1149,15.1370897,37.5989187,48.0,273.77,87.24,512.0,512.0
1150,15.1370633,37.5990999,75.0,6.11,82.92,512.0,512.0
1151,15.1370039,37.599291,75.0,341.02,78.39,512.0,512.0
1152,15.1369522,37.5993488,75.0,26.27,83.04,512.0,512.0
1153,15.1369522,37.5993488,45.8,82.0,85.76,512.0,512.0
1154,15.1372712,37.5994393,75.0,295.81,90.78,512.0,512.0
1155,15.1381797,37.5996287,75.0,283.58,83.11,512.0,512.0
1156,15.1384968,37.5997,23.3,140.11,86.36,512.0,512.0
1157,15.13902,37.5998163,75.0,219.15,94.75,512.0,512.0
1158,15.1392339,37.5998598,46.9,118.04,76.57,512.0,512.0
1159,15.1402656,37.600263,75.0,191.56,91.35,512.0,512.0
1160,15.1404224,37.6001245,75.0,119.36,79.05,512.0,512.0
1161,15.1406551,37.6001602,75.0,87.88,78.23,512.0,512.0
1162,15.1408651,37.6001901,75.0,115.32,80.78,512.0,512.0
1163,15.1415645,37.6003393,47.6,4.43,76.92,512.0,512.0
1164,15.1418043,37.6003962,90.0,84.8,84.02,512.0,512.0
1165,15.1419086,37.6004216,75.0,154.92,85.06,512.0,512.0
1166,15.1421661,37.6004764,75.0,102.3,91.92,512.0,512.0
1167,15.1421661,37.6004764,49.9,54.72,92.76,512.0,512.0
1168,15.1422563,37.6004788,75.0,10.97,91.66,512.0,512.0
1169,15.1428556,37.6008665,75.0,71.63,75.69,512.0,512.0
1170,15.1427714,37.6010308,15.0,33.66,88.3,512.0,512.0
1171,15.1423974,37.6012965,47.3,352.82,90.91,512.0,512.0
1172,15.142235,37.6014052,24.3,213.77,91.14,512.0,512.0
1173,15.142126,37.6014367,24.9,315.71,88.61,512.0,512.0
1174,15.1421767,37.6017521,75.0,23.22,87.49,512.0,512.0
1175,15.1422354,37.6021137,75.0,57.0,89.28,512.0,512.0
1176,15.1422354,37.6021137,21.9,15.76,89.51,512.0,512.0
1177,15.142293,37.6024641,75.0,69.33,85.56,512.0,512.0
1178,15.1423083,37.6025516,75.0,58.2,92.05,512.0,512.0
1179,15.1423309,37.6027285,75.0,318.33,83.65,512.0,512.0
1180,15.142337,37.602818,37.6,296.8,87.83,512.0,512.0
1181,15.142337,37.602818,17.2,8.82,91.84,512.0,512.0
1182,15.142337,37.603215,47.3,8.55,93.6,512.0,512.0
1183,15.1422744,37.6034896,49.2,3.86,93.56,512.0,512.0
1184,15.1421918,37.6035228,49.5,161.3,86.94,512.0,512.0
1185,15.1421918,37.6035228,23.9,115.66,86.67,512.0,512.0
1186,15.1426163,37.6033075,48.9,316.98,91.63,512.0,512.0
1187,15.1424252,37.6033974,75.0,310.86,89.69,512.0,512.0
1188,15.1423309,37.6036539,23.9,327.5,94.99,512.0,512.0
1189,15.1423157,37.6042675,46.9,17.3,92.04,512.0,512.0
1190,15.1423068,37.6046742,46.9,295.0,87.76,512.0,512.0
1191,15.1422961,37.6052756,46.9,113.06,83.0,512.0,512.0
1192,15.1425993,37.6053233,48.9,134.36,81.33,512.0,512.0
1193,15.1426622,37.6053915,75.0,301.52,82.43,512.0,512.0
1194,15.1429703,37.6056641,15.1,316.63,88.27,512.0,512.0
1195,15.1429703,37.6056641,15.0,227.09,87.59,512.0,512.0
1196,15.143044,37.6057318,47.3,157.08,82.11,512.0,512.0
1197,15.1431349,37.6066291,75.0,118.23,93.66,512.0,512.0
1198,15.1432239,37.6064444,19.2,165.35,91.37,512.0,512.0
1199,15.1432239,37.6064444,60.2,233.23,94.62,512.0,512.0
1200,15.1431858,37.6065433,28.6,310.98,89.48,512.0,512.0
1201,15.1431351,37.6066168,46.9,96.28,85.48,512.0,512.0
1202,15.1426196,37.6065869,75.0,298.13,87.85,512.0,512.0
1203,15.1424631,37.6065632,48.9,317.4,96.71,512.0,512.0
1204,15.1422765,37.6064665,23.5,301.82,92.95,512.0,512.0
1205,15.1422609,37.6063771,48.9,210.53,84.43,512.0,512.0
1206,15.1422609,37.6063771,48.9,163.44,82.49,512.0,512.0
1207,15.1420909,37.6064365,32.8,19.28,92.0,512.0,512.0
1208,15.1420856,37.6069431,46.9,344.44,93.73,512.0,512.0
1209,15.142045,37.6070285,90.0,306.06,89.34,512.0,512.0
1210,15.1416095,37.6073843,49.8,343.76,89.5,512.0,512.0
1211,15.1415401,37.6074582,75.0,40.05,86.08,512.0,512.0
1212,15.1415401,37.6074582,49.2,188.89,82.18,512.0,512.0
1213,15.141527,37.6074031,48.4,299.15,87.59,512.0,512.0
1214,15.1409605,37.6075044,75.0,287.35,87.77,512.0,512.0
1215,15.1409171,37.6075525,48.7,307.78,90.99,512.0,512.0
1216,15.140744,37.6076767,90.0,325.75,88.35,512.0,512.0
1217,15.1421104,37.6065748,24.3,156.42,82.72,512.0,512.0
1218,15.1422609,37.6063771,17.3,330.6,94.0,512.0,512.0
1219,15.1420762,37.6065048,23.0,263.04,87.99,512.0,512.0
1220,15.1419223,37.6064474,75.0,308.01,87.08,512.0,512.0
1221,15.1415913,37.6062487,18.6,172.6,86.32,512.0,512.0
1222,15.1413385,37.6060646,75.0,265.51,92.01,512.0,512.0
1223,15.141175,37.6059636,48.9,282.8,89.67,512.0,512.0
1224,15.1405625,37.6055984,75.0,244.62,88.29,512.0,512.0
1225,15.1401316,37.6053075,75.0,183.6,86.21,512.0,512.0
1226,15.1401316,37.6053075,31.2,224.54,87.79,512.0,512.0
1227,15.141232,37.6080811,47.5,4.58,94.21,512.0,512.0
1228,15.1411969,37.6081502,48.9,-4.62,90.68,512.0,512.0
1229,15.1411969,37.6081502,48.9,219.96,93.26,512.0,512.0
1230,15.1411969,37.6081502,17.5,96.72,87.31,512.0,512.0
1231,15.1415688,37.6081441,27.9,108.77,80.0,512.0,512.0
1232,15.1361378,37.6063295,75.0,350.57,86.09,512.0,512.0
1233,15.1361062,37.6065021,75.0,57.46,87.51,512.0,512.0
1234,15.1368399,37.6065935,75.0,49.5,79.56,512.0,512.0
1235,15.1381502,37.6068002,75.0,109.34,75.99,512.0,512.0
1236,15.1392424,37.6070575,75.0,9.12,80.02,512.0,512.0
